City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Saskylakh,RU,2022-02-10 08:03:12,71.9167,114.0833,-0.56,93,100,13.98
282,Bria,CF,2022-02-10 08:03:12,6.5423,21.9863,88.03,11,45,8.1
283,Montepuez,MZ,2022-02-10 08:03:13,-13.1256,38.9997,75.47,90,100,5.35
284,Yar-Sale,RU,2022-02-10 08:03:13,66.8333,70.8333,4.51,93,58,15.77
285,Nikolskoye,RU,2022-02-10 08:03:13,59.7035,30.7861,33.69,91,24,9.28
286,Vestmannaeyjar,IS,2022-02-10 08:03:14,63.4427,-20.2734,23.99,54,0,5.75
287,Jalu,LY,2022-02-10 08:03:15,29.0331,21.5482,51.76,51,0,8.95
288,Beisfjord,NO,2022-02-10 08:03:15,68.3751,17.5988,28.45,77,100,6.85
289,Tanta,EG,2022-02-10 08:03:16,30.7885,31.0019,57.16,49,99,15.48
290,Kampot,KH,2022-02-10 08:03:16,10.6167,104.1833,87.85,57,100,6.38
291,Sokoto,NG,2022-02-10 08:00:26,13.0609,5.239,72.5,8,27,18.32
292,Shubarshi,KZ,2022-02-10 08:03:17,48.5872,57.1869,18.9,88,100,16.2
293,Cooma,AU,2022-02-10 08:03:17,-36.2333,149.1333,66.31,72,97,7.02
294,Calama,CL,2022-02-10 08:03:18,-22.4667,-68.9333,41.49,42,0,18.41
295,Hammerfest,NO,2022-02-10 08:03:18,70.6634,23.6821,28.13,73,0,1.14
296,Severo-Kurilsk,RU,2022-02-10 08:03:19,50.6789,156.125,29.23,76,98,13.91
297,Husavik,IS,2022-02-10 08:03:19,66.0449,-17.3389,7.2,93,57,18.63
298,Suntar,RU,2022-02-10 08:03:20,62.1444,117.6319,-14.12,97,100,0.92
299,Talnakh,RU,2022-02-10 08:03:20,69.4865,88.3972,-3.8,97,100,10.78
300,Chapleau,CA,2022-02-10 08:00:36,47.8405,-83.4034,18.77,95,99,7.52
301,Mildura,AU,2022-02-10 08:00:46,-34.2,142.15,84.07,28,0,13.13
302,Saldanha,ZA,2022-02-10 08:03:21,-33.0117,17.9442,66.9,81,22,9.93
303,Maksatikha,RU,2022-02-10 08:03:21,57.797,35.8825,32.52,96,100,8.81
304,Arcata,US,2022-02-10 08:03:22,40.8665,-124.0828,61.36,71,0,1.01
305,Half Moon Bay,US,2022-02-10 08:00:36,37.4636,-122.4286,63.25,45,0,0.0
306,Quatre Cocos,MU,2022-02-10 08:03:22,-20.2078,57.7625,84.31,67,2,9.4
307,Atar,MR,2022-02-10 08:03:22,20.5169,-13.0499,65.55,15,91,11.27
308,Filingue,NE,2022-02-10 08:03:23,14.3521,3.3168,72.54,9,14,12.24
309,Carutapera,BR,2022-02-10 08:03:23,-1.195,-46.02,74.48,94,100,5.1
310,Fort Nelson,CA,2022-02-10 08:00:36,58.8053,-122.7002,40.48,63,71,12.01
311,Coihueco,CL,2022-02-10 08:03:24,-36.6167,-71.8333,57.94,55,61,8.05
312,Port Hedland,AU,2022-02-10 08:03:24,-20.3167,118.5667,91.45,62,41,21.85
313,Thinadhoo,MV,2022-02-10 08:03:25,0.5333,72.9333,81.88,72,54,11.65
314,San Patricio,US,2022-02-10 08:03:25,28.017,-97.5169,55.26,65,100,6.89
315,Thunder Bay,CA,2022-02-10 08:03:25,48.4001,-89.3168,11.55,72,60,4.0
316,Rockhampton,AU,2022-02-10 08:00:30,-23.3833,150.5,85.89,48,40,11.5
317,Istanbul,TR,2022-02-10 08:00:00,41.0351,28.9833,45.07,81,20,5.75
318,Champerico,GT,2022-02-10 08:03:26,14.3,-91.9167,75.04,74,1,5.1
319,Qena,EG,2022-02-10 08:03:27,26.1615,32.7183,57.9,39,0,19.17
320,Yeniseysk,RU,2022-02-10 08:03:27,58.4497,92.1703,1.6,85,89,3.18
321,Angoram,PG,2022-02-10 08:03:27,-4.0625,144.0661,81.12,84,28,4.45
322,Kavieng,PG,2022-02-10 08:03:28,-2.5744,150.7967,82.44,75,24,8.79
323,Sioux Lookout,CA,2022-02-10 08:03:28,50.1001,-91.917,5.38,100,29,3.42
324,Piacabucu,BR,2022-02-10 08:03:29,-10.4056,-36.4344,78.28,77,90,7.45
325,Taltal,CL,2022-02-10 08:03:29,-25.4,-70.4833,64.08,80,64,1.52
326,Ambulu,ID,2022-02-10 08:03:29,-8.345,113.6058,81.55,83,90,10.71
327,Carbonear,CA,2022-02-10 08:03:30,47.7332,-53.2148,35.42,82,11,15.37
328,Borogontsy,RU,2022-02-10 08:03:30,62.6683,131.1683,-24.97,99,78,2.73
329,Baruun-Urt,MN,2022-02-10 08:03:31,46.6806,113.2792,9.63,84,100,9.66
330,Isangel,VU,2022-02-10 08:03:31,-19.55,169.2667,78.62,92,100,24.29
331,Colares,PT,2022-02-10 08:03:32,38.7992,-9.4469,54.34,70,0,15.01
332,Gat,IL,2022-02-10 08:03:32,31.61,34.7642,49.91,100,98,17.85
333,Verkhnevilyuysk,RU,2022-02-10 08:03:33,63.4453,120.3167,-23.37,98,74,1.48
334,Deputatskiy,RU,2022-02-10 08:03:33,69.3,139.9,-27.81,86,69,6.38
335,Srednekolymsk,RU,2022-02-10 08:03:34,67.45,153.6833,-37.12,99,52,6.42
336,Mandera,KE,2022-02-10 08:03:34,3.9366,41.867,86.86,31,1,13.29
337,Asau,RO,2022-02-10 08:03:34,46.4333,26.4,44.4,79,40,5.97
338,Coffs Harbour,AU,2022-02-10 08:03:35,-30.3,153.1333,82.13,54,0,6.91
339,Okha,RU,2022-02-10 08:03:35,53.5739,142.9478,20.07,96,100,7.61
340,Myitkyina,MM,2022-02-10 08:03:35,25.3833,97.4,79.9,27,0,3.09
341,Port Augusta,AU,2022-02-10 08:03:36,-32.5,137.7667,83.71,49,1,22.44
342,Lagoa,PT,2022-02-10 08:03:36,39.05,-27.9833,57.94,70,9,12.93
343,Sabang,ID,2022-02-10 08:03:36,5.8933,95.3214,82.4,75,98,16.55
344,Portoferraio,IT,2022-02-10 08:03:37,42.8115,10.3146,52.57,71,0,5.17
345,Butte,US,2022-02-10 08:03:37,39.6499,-121.5677,69.35,38,0,5.75
346,Bathsheba,BB,2022-02-10 08:03:38,13.2167,-59.5167,77.61,69,40,21.85
347,Nanchang,CN,2022-02-10 08:03:38,28.6833,115.8833,45.95,75,100,4.7
348,Xuddur,SO,2022-02-10 08:03:38,4.1213,43.8894,83.46,33,79,21.7
349,Chaumont,FR,2022-02-10 08:03:39,48.1167,5.1333,41.38,90,44,11.88
350,Kahului,US,2022-02-10 08:01:45,20.8947,-156.47,74.84,78,80,5.99
351,Bandarban,BD,2022-02-10 08:03:40,22.1965,92.2262,85.69,24,0,5.82
352,Severobaykalsk,RU,2022-02-10 08:03:40,55.65,109.3167,-0.63,80,44,1.41
353,Tara,RU,2022-02-10 08:03:40,56.8944,74.371,6.66,79,14,5.35
354,Gejiu,CN,2022-02-10 08:03:41,23.306,103.1635,61.54,37,55,12.08
355,Kuopio,FI,2022-02-10 08:01:40,62.8924,27.677,24.75,93,40,10.36
356,Bisho,ZA,2022-02-10 08:03:41,-32.8472,27.4422,76.59,43,0,4.45
357,Maldonado,UY,2022-02-10 08:01:26,-34.6667,-54.9167,63.23,92,1,7.07
358,Rye,US,2022-02-10 08:03:30,40.9807,-73.6837,40.12,90,75,0.0
359,Cayenne,GF,2022-02-10 08:00:07,4.9333,-52.3333,76.08,89,100,1.01
360,Izumo,JP,2022-02-10 08:03:42,35.3667,132.7667,45.97,64,80,9.06
361,Sorland,NO,2022-02-10 08:03:42,67.667,12.6934,37.26,79,98,33.51
362,Port Lincoln,AU,2022-02-10 08:00:36,-34.7333,135.8667,67.35,61,0,15.12
363,Panguna,PG,2022-02-10 08:03:43,-6.3164,155.4848,71.62,95,100,1.99
364,Alice Springs,AU,2022-02-10 08:00:28,-23.7,133.8833,96.22,43,2,11.5
365,Camacha,PT,2022-02-10 08:03:43,33.0833,-16.3333,65.53,94,40,6.91
366,Keti Bandar,PK,2022-02-10 08:03:43,24.1447,67.4497,77.95,24,0,3.69
367,Solnechnyy,RU,2022-02-10 08:03:44,50.7214,136.6319,2.77,100,100,1.32
368,Kaili,ID,2022-02-10 08:03:44,-3.4626,120.2147,73.96,88,100,0.81
369,Lakes Entrance,AU,2022-02-10 08:03:45,-37.8811,147.981,67.15,71,98,6.15
370,Sur,OM,2022-02-10 08:03:45,22.5667,59.5289,75.76,42,0,9.78
371,Altay,CN,2022-02-10 08:03:46,47.8667,88.1167,13.26,92,100,3.22
372,Anloga,GH,2022-02-10 08:03:46,5.7947,0.8973,80.82,82,7,6.6
373,Sisimiut,GL,2022-02-10 08:03:46,66.9395,-53.6735,-11.36,98,99,7.31
374,Ngunguru,NZ,2022-02-10 08:03:47,-35.6167,174.5,74.16,94,88,9.19
375,Grindavik,IS,2022-02-10 08:03:47,63.8424,-22.4338,25.27,86,75,14.97
376,Saint-Francois,FR,2022-02-10 08:03:48,46.4154,3.9054,37.42,100,75,3.44
377,At-Bashi,KG,2022-02-10 08:03:48,41.1702,75.8106,14.95,80,90,2.8
378,Chapais,CA,2022-02-10 08:03:48,49.7834,-74.8492,28.18,95,100,9.82
379,Codajas,BR,2022-02-10 08:03:49,-3.8367,-62.0569,72.18,99,100,0.85
380,Araouane,ML,2022-02-10 08:03:49,18.9048,-3.5265,61.16,18,0,13.44
381,Lodwar,KE,2022-02-10 08:03:50,3.1191,35.5973,93.06,20,8,18.23
382,Mareeba,AU,2022-02-10 08:03:50,-17.0,145.4333,77.72,85,92,4.41
383,Gogrial,SS,2022-02-10 08:03:50,8.5332,28.1004,87.06,15,43,8.52
384,San Carlos De Bariloche,AR,2022-02-10 08:00:48,-41.1456,-71.3082,45.88,83,100,6.64
385,Mut,TR,2022-02-10 08:03:51,36.6439,33.4389,39.07,68,66,22.73
386,Denia,ES,2022-02-10 08:03:51,38.8408,0.1057,55.54,86,51,1.99
387,Waingapu,ID,2022-02-10 08:03:52,-9.6567,120.2641,82.54,78,100,8.99
388,Kieta,PG,2022-02-10 08:03:52,-6.2167,155.6333,80.76,85,100,5.35
389,Hanna,CA,2022-02-10 08:01:58,51.6334,-111.9018,40.6,73,100,17.83
390,Evensk,RU,2022-02-10 08:03:52,61.95,159.2333,-12.06,77,72,5.88
391,Kloulklubed,PW,2022-02-10 08:03:53,7.0419,134.2556,82.9,77,99,9.75
392,Anlu,CN,2022-02-10 08:03:53,31.1661,112.5831,49.77,54,98,5.55
393,Laguna,US,2022-02-10 08:03:54,38.421,-121.4238,63.1,87,0,5.75
394,Campoverde,PE,2022-02-10 08:03:54,-8.4753,-74.8058,69.35,99,100,1.81
395,Neiafu,TO,2022-02-10 08:03:54,-18.65,-173.9833,81.79,76,24,22.28
396,Gurun,MY,2022-02-10 08:03:55,5.8172,100.4738,85.78,64,94,3.76
397,Buraydah,SA,2022-02-10 08:01:18,26.326,43.975,73.51,19,70,17.49
398,Nalut,LY,2022-02-10 08:03:55,30.3333,10.85,45.88,65,23,15.79
399,Bilma,NE,2022-02-10 08:03:56,18.6853,12.9164,60.39,35,0,10.67
400,Derzhavinsk,KZ,2022-02-10 08:03:57,51.1,66.3167,14.23,93,89,9.31
401,Bojnurd,IR,2022-02-10 08:03:57,37.4747,57.329,50.68,37,100,8.01
402,Honiara,SB,2022-02-10 08:03:57,-9.4333,159.95,79.36,87,86,7.45
403,Sheridan,US,2022-02-10 08:00:14,44.8333,-106.9173,39.38,62,97,3.76
404,Celestun,MX,2022-02-10 08:03:58,20.8667,-90.4,68.11,74,4,7.36
405,Torbay,CA,2022-02-10 08:03:58,47.6666,-52.7314,34.57,88,100,23.02
406,Maumere,ID,2022-02-10 08:03:59,-8.6199,122.2111,79.32,87,100,9.51
407,Burgersdorp,ZA,2022-02-10 08:03:59,-30.9977,26.3286,81.5,20,0,13.58
408,Aklavik,CA,2022-02-10 08:03:59,68.2191,-135.0107,-16.29,97,100,5.88
409,Malakal,SS,2022-02-10 08:04:00,9.5334,31.6605,88.23,18,17,12.21
410,Lewistown,US,2022-02-10 08:04:00,40.5992,-77.5714,40.84,100,0,0.0
411,West Bay,KY,2022-02-10 08:04:01,19.3667,-81.4167,77.07,82,8,14.27
412,Taoudenni,ML,2022-02-10 08:04:01,22.6783,-3.9836,60.53,29,0,13.51
413,Tura,IN,2022-02-10 08:04:02,25.5198,90.2201,73.31,43,25,6.78
414,San Buenaventura,MX,2022-02-10 08:04:02,27.0833,-101.5333,54.48,31,100,1.52
415,Candelaria,PH,2022-02-10 08:04:02,13.9311,121.4233,81.81,61,53,10.49
416,Ketchikan,US,2022-02-10 08:04:03,55.3422,-131.6461,43.27,70,20,5.75
417,Grand Gaube,MU,2022-02-10 08:04:03,-20.0064,57.6608,84.6,61,0,5.99
418,Wloclawek,PL,2022-02-10 08:04:04,52.6482,19.0678,42.33,92,100,9.1
419,Jos,NG,2022-02-10 08:04:04,9.9167,8.9,68.85,8,5,11.23
420,Loreto,MX,2022-02-10 08:04:05,22.2667,-101.9667,44.94,42,7,6.42
421,Asfi,MA,2022-02-10 08:04:05,32.2994,-9.2372,62.73,44,100,9.04
422,Tiksi,RU,2022-02-10 08:04:06,71.6872,128.8694,-12.82,93,98,14.74
423,Broome,US,2022-02-10 08:04:06,42.2506,-75.833,39.9,74,40,5.99
424,Riachao,BR,2022-02-10 08:04:06,-7.3619,-46.6172,70.83,93,55,1.83
425,Korem,ET,2022-02-10 08:04:07,12.5058,39.5228,63.37,39,49,7.9
426,Bestobe,KZ,2022-02-10 08:04:07,52.4994,73.0975,-2.47,93,35,5.88
427,Parana,AR,2022-02-10 08:04:08,-31.732,-60.5238,69.55,62,0,8.48
428,Pachino,IT,2022-02-10 08:04:08,36.7186,15.0907,55.44,51,0,3.09
429,Abay,KZ,2022-02-10 08:04:08,49.6311,72.8539,-0.02,89,81,4.68
430,Codrington,AU,2022-02-10 08:04:09,-38.2667,141.9667,64.31,52,33,12.57
431,Slantsy,RU,2022-02-10 08:04:09,59.1182,28.0914,30.16,91,12,10.47
432,Yuci,CN,2022-02-10 08:04:10,37.6803,112.7319,38.95,26,0,4.47
433,Namatanai,PG,2022-02-10 08:04:10,-3.6667,152.4333,81.1,81,88,4.63
434,Faya,SA,2022-02-10 08:04:11,18.3851,42.4509,66.72,40,2,8.57
435,Ugoofaaru,MV,2022-02-10 08:04:11,5.6667,73.0,81.57,70,73,7.9
436,Fuyu,CN,2022-02-10 08:04:11,45.1833,124.8167,18.5,89,82,6.33
437,Olafsvik,IS,2022-02-10 08:04:12,64.8945,-23.7142,32.36,75,100,20.71
438,Srandakan,ID,2022-02-10 08:04:12,-7.9386,110.2506,84.18,71,99,12.68
439,Zaraysk,RU,2022-02-10 08:04:13,54.7653,38.8836,29.52,94,100,10.09
440,Nara,JP,2022-02-10 08:04:13,34.6851,135.8049,47.91,59,98,7.05
441,Petropavlovsk-Kamchatskiy,RU,2022-02-10 08:04:13,53.0452,158.6483,21.79,80,75,4.47
442,Kaeo,NZ,2022-02-10 08:03:14,-35.1,173.7833,74.32,93,91,7.78
443,Porto Santo,PT,2022-02-10 08:04:14,33.072,-16.3415,68.31,94,40,6.91
444,Clyde River,CA,2022-02-10 08:04:14,70.4692,-68.5914,-12.77,77,100,24.16
445,Maryborough,AU,2022-02-10 08:04:15,-25.5333,152.7,79.11,56,0,10.98
446,Portland,US,2022-02-10 07:59:34,45.5234,-122.6762,50.97,91,52,1.01
447,Beringovskiy,RU,2022-02-10 08:04:15,63.05,179.3167,-25.22,93,20,5.79
448,Cabedelo,BR,2022-02-10 07:59:28,-6.9811,-34.8339,75.87,69,34,5.93
449,Avera,US,2022-02-10 08:04:16,33.194,-82.5271,48.7,70,0,6.78
450,Inirida,CO,2022-02-10 08:04:16,3.8653,-67.9239,71.2,94,100,0.18
451,Troyes,FR,2022-02-10 08:04:11,48.3333,4.0833,43.23,87,100,11.5
452,Itaituba,BR,2022-02-10 08:04:17,-4.2761,-55.9836,72.81,100,100,1.32
453,Bocana De Paiwas,NI,2022-02-10 08:04:18,12.7857,-85.1227,66.06,96,32,4.41
454,San Juan Del Sur,NI,2022-02-10 08:04:18,11.2529,-85.8705,76.23,82,11,20.74
455,Auki,SB,2022-02-10 08:04:18,-8.7676,160.7034,78.37,88,100,6.02
456,Loiza,PR,2022-02-10 08:04:19,18.4313,-65.8802,75.87,89,40,5.75
457,Bachaquero,VE,2022-02-10 08:04:19,9.9694,-71.1494,77.23,80,44,4.38
458,Gotsu,JP,2022-02-10 08:04:20,35.0,132.2167,45.1,78,100,5.17
459,Pangai,TO,2022-02-10 08:04:20,-19.8,-174.35,80.87,81,41,24.38
460,Teguldet,RU,2022-02-10 08:04:20,57.3064,88.1667,4.51,79,10,5.21
461,Norman Wells,CA,2022-02-10 08:04:21,65.282,-126.8329,-12.01,97,99,3.13
462,Sawtell,AU,2022-02-10 08:04:21,-30.3833,153.1,82.18,54,0,6.91
463,Bensonville,LR,2022-02-10 08:04:22,6.4461,-10.6125,75.7,89,28,3.0
464,Myanaung,MM,2022-02-10 08:04:22,18.2833,95.3167,93.51,11,44,3.65
465,Katunino,RU,2022-02-10 08:04:23,64.3862,40.6298,26.49,92,96,9.4
466,Dandong,CN,2022-02-10 08:04:23,40.1292,124.3947,37.4,58,3,3.42
467,Severnyy,RU,2022-02-10 08:04:23,50.677,36.5532,32.04,93,75,8.95
468,Talara,PE,2022-02-10 08:04:24,-4.5772,-81.2719,72.18,77,100,10.02
469,Wamba,NG,2022-02-10 08:04:24,8.9333,8.6,84.13,8,3,2.37
470,Snezhnogorsk,RU,2022-02-10 08:04:25,69.1933,33.2531,26.38,95,96,12.08
471,Saint-Georges,GD,2022-02-10 08:04:25,12.0564,-61.7485,76.48,77,33,15.32
472,Port Hardy,CA,2022-02-10 08:00:50,50.6996,-127.4199,45.75,93,73,2.39
473,Rabaul,PG,2022-02-10 08:04:26,-4.1967,152.1721,82.71,76,90,7.43
474,Kiruna,SE,2022-02-10 08:04:26,67.8557,20.2251,7.72,92,75,2.3
475,Southbridge,US,2022-02-10 08:04:27,42.0751,-72.0334,34.09,95,45,1.99
476,Birjand,IR,2022-02-10 08:04:27,32.8663,59.2211,56.53,16,0,4.29
477,Luanda,AO,2022-02-10 08:04:28,-8.8368,13.2343,79.02,70,93,9.04
478,Shelburne,CA,2022-02-10 08:02:11,44.0787,-80.2041,33.12,92,100,12.53
479,Sinor,IN,2022-02-10 08:04:28,21.9167,73.3333,82.42,21,2,8.99
480,Sistranda,NO,2022-02-10 08:04:28,63.7256,8.834,38.89,64,100,27.36
481,Morondava,MG,2022-02-10 08:04:29,-20.2833,44.2833,83.95,71,27,6.89
482,Ocumare Del Tuy,VE,2022-02-10 08:04:29,10.1165,-66.7761,73.53,97,61,3.22
483,Manicore,BR,2022-02-10 08:04:30,-5.8092,-61.3003,73.0,96,100,1.41
484,Azoyu,MX,2022-02-10 08:04:30,16.7167,-98.7333,68.02,84,0,4.61
485,Gamba,GA,2022-02-10 08:04:30,-2.65,10.0,80.94,81,97,5.5
486,Dublin,US,2022-02-10 08:00:01,37.7021,-121.9358,62.17,62,0,3.96
487,Vila Velha,BR,2022-02-10 08:00:51,-20.3297,-40.2925,72.95,86,99,8.01
488,North Platte,US,2022-02-10 08:02:14,41.1239,-100.7654,31.24,93,0,3.44
489,Datong,CN,2022-02-10 08:00:16,40.0936,113.2914,35.19,28,57,14.38
490,Agadez,NE,2022-02-10 08:04:32,19.75,10.25,57.43,39,0,12.75
491,Bontang,ID,2022-02-10 08:04:32,0.1333,117.5,81.82,73,96,5.95
492,Chardara,KZ,2022-02-10 08:04:32,41.2547,67.9692,50.59,38,0,9.89
493,Borzya,RU,2022-02-10 08:04:33,50.3833,116.5167,1.0,93,100,4.27
494,Hami,CN,2022-02-10 08:04:33,42.8,93.45,33.26,35,100,1.72
495,Eyl,SO,2022-02-10 08:04:33,7.9803,49.8164,82.26,46,17,21.07
496,Baiyin,CN,2022-02-10 08:04:34,36.5583,104.2081,31.1,49,43,5.23
497,Berlevag,NO,2022-02-10 08:04:34,70.8578,29.0864,26.4,74,0,14.97
498,Sayat,TM,2022-02-10 08:04:35,38.7839,63.8803,59.14,30,0,19.89
499,Kamenka,RU,2022-02-10 08:04:35,51.3223,42.7678,31.75,96,100,8.72
500,Ardakan,IR,2022-02-10 08:04:36,32.31,54.0175,64.78,12,0,2.91
501,Nizhniy Ingash,RU,2022-02-10 08:04:36,56.2,96.53,-2.69,85,93,1.74
502,Turan,VN,2022-02-10 08:02:54,16.0678,108.2208,75.18,83,75,9.22
503,Harper,LR,2022-02-10 08:04:37,4.375,-7.7169,78.89,85,37,3.58
504,Omsukchan,RU,2022-02-10 08:04:37,62.5333,155.8,-24.97,79,77,3.94
505,Pundaguitan,PH,2022-02-10 08:04:37,6.3711,126.1689,81.77,78,100,14.9
506,Askarovo,RU,2022-02-10 08:04:38,53.3372,58.5089,-3.05,78,100,2.24
507,Yanggu,CN,2022-02-10 08:04:38,36.1106,115.7753,50.02,37,100,6.6
508,Sukhobuzimskoye,RU,2022-02-10 08:04:39,56.5,93.2728,-7.96,88,14,0.58
509,Paciran,ID,2022-02-10 08:04:39,-6.8767,112.3761,81.1,82,100,10.07
510,Batemans Bay,AU,2022-02-10 08:04:40,-35.7167,150.1833,75.2,85,100,10.51
511,Langsa,ID,2022-02-10 08:04:40,4.4683,97.9683,86.31,63,100,3.67
512,Vaitape,PF,2022-02-10 08:04:40,-16.5167,-151.75,81.1,77,76,15.03
513,Villazon,BO,2022-02-10 08:04:41,-22.0866,-65.5942,44.06,91,36,4.29
514,Marion,US,2022-02-10 08:02:29,39.7684,-86.1555,38.03,73,100,16.11
515,Nangal,IN,2022-02-10 08:02:13,31.3667,76.3833,65.84,45,0,8.43
516,Oussouye,SN,2022-02-10 08:04:41,12.485,-16.5469,71.08,37,27,7.2
517,Maneadero,MX,2022-02-10 08:04:42,31.7167,-116.5667,64.69,23,0,6.78
518,Nabire,ID,2022-02-10 08:04:42,-3.3667,135.4833,79.3,88,99,0.38
519,Tongren,CN,2022-02-10 08:04:42,27.7172,109.1853,39.07,89,100,2.66
520,Mattru,SL,2022-02-10 08:04:43,7.6244,-11.8332,74.39,92,26,1.1
521,Mount Isa,AU,2022-02-10 08:02:39,-20.7333,139.5,96.57,30,40,9.22
522,Sovetskiy,RU,2022-02-10 08:04:43,61.3614,63.5842,13.01,93,100,12.55
523,Khani,GE,2022-02-10 08:04:44,41.9563,42.9566,33.37,100,100,2.44
524,Sibolga,ID,2022-02-10 08:04:44,1.7427,98.7792,76.12,90,100,2.17
525,Aras,ES,2022-02-10 08:04:45,42.5617,-2.356,35.06,100,0,1.14
526,Cam Ranh,VN,2022-02-10 08:04:45,11.9214,109.1591,82.36,69,20,16.11
527,Svetlogorsk,BY,2022-02-10 08:04:46,52.6333,29.7333,35.96,91,100,10.58
528,Iowa City,US,2022-02-10 08:00:36,41.6611,-91.5302,30.49,79,50,7.0
529,Santa Rosalia,MX,2022-02-10 08:04:46,27.3167,-112.2833,59.86,38,4,3.62
530,Padang,ID,2022-02-10 08:04:46,-0.9492,100.3543,86.05,61,100,2.93
531,Sechura,PE,2022-02-10 08:04:47,-5.5569,-80.8222,72.66,70,100,5.88
532,Lang Son,VN,2022-02-10 08:04:47,21.8333,106.7333,58.39,87,100,1.52
533,Majene,ID,2022-02-10 08:04:47,-3.5403,118.9707,80.64,80,93,7.45
534,Vanavara,RU,2022-02-10 08:01:16,60.34,102.2797,-1.86,86,97,6.15
535,Kindu,CD,2022-02-10 08:04:48,-2.95,25.95,70.75,95,100,4.07
536,Newport,GB,2022-02-10 08:04:48,51.5877,-2.9984,43.86,83,100,7.47
537,Talakan,RU,2022-02-10 08:04:49,50.3167,130.3667,13.15,95,100,1.95
538,Hudson Bay,CA,2022-02-10 08:04:49,52.85,-102.3842,29.86,96,100,6.73
539,Roald,NO,2022-02-10 08:04:50,62.5833,6.1333,37.54,60,75,13.8
540,Marsa Matruh,EG,2022-02-10 08:04:50,31.3525,27.2453,56.71,54,77,24.36
541,Guican,CO,2022-02-10 08:04:50,6.4618,-72.4113,47.98,90,100,0.74
542,North Bend,US,2022-02-10 08:04:51,43.4065,-124.2243,51.08,99,0,0.0
543,Alta Floresta,BR,2022-02-10 08:04:51,-9.8756,-56.0861,69.85,98,100,1.57
544,Pangkalanbuun,ID,2022-02-10 08:04:52,-2.6833,111.6167,77.76,90,100,3.04
545,Sao Jose Da Coroa Grande,BR,2022-02-10 08:04:52,-8.8978,-35.1478,77.86,74,77,7.7
546,Santa Cruz De La Palma,ES,2022-02-10 08:04:53,28.6835,-17.7642,68.14,68,0,4.61
547,Kyaikkami,MM,2022-02-10 08:04:53,16.08,97.5675,83.1,44,79,11.21
548,Boromo,BF,2022-02-10 08:04:53,11.75,-2.9333,75.4,11,0,8.48
549,Tashla,RU,2022-02-10 08:04:54,51.7716,52.7427,23.74,96,100,18.86
550,Kovernino,RU,2022-02-10 08:04:54,57.1253,43.8142,25.56,93,89,7.07
551,Kumluca,TR,2022-02-10 08:04:55,36.3703,30.2869,53.67,37,0,3.67
552,Aksha,RU,2022-02-10 08:04:55,50.2814,113.2867,11.41,84,100,4.45
553,Concordia,AR,2022-02-10 08:04:20,-31.393,-58.0209,68.79,65,0,7.0
554,Wilmington,US,2022-02-10 08:04:55,34.2257,-77.9447,45.86,87,0,0.0
555,Rovaniemi,FI,2022-02-10 08:04:56,66.5,25.7167,24.21,93,100,12.66
556,Luba,GQ,2022-02-10 08:04:56,3.4568,8.5547,81.03,80,86,1.3
557,Cachira,CO,2022-02-10 08:04:57,7.741,-73.0483,52.81,97,72,3.24
558,Mayor Pablo Lagerenza,PY,2022-02-10 08:04:57,-19.9309,-60.7718,68.49,38,65,3.69
559,Horsham,GB,2022-02-10 08:04:58,51.064,-0.3272,43.59,74,0,5.75
560,Sao Caetano De Odivelas,BR,2022-02-10 08:04:58,-0.75,-48.02,74.26,94,100,5.03
561,Port Blair,IN,2022-02-10 08:04:59,11.6667,92.75,86.04,62,40,9.22
562,Araceli,PH,2022-02-10 08:04:59,10.5529,119.9913,80.26,79,40,19.3
563,Beira,MZ,2022-02-10 08:04:59,-19.8436,34.8389,87.89,62,20,5.75
